uzytkownik,budzet,cel,czestotliwosc,teren,doswiadczenie,pogoda,dystans,rower
kobieta,2000,dojazdy,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,30,Rower crossowy damski ROMET Orkan 6 CS
mężczyzna,1500,dojazdy,raz w tygodniu,teren mieszany,początkujący,dobra,10,Rower crossowy ROMET Orkan 6 CS
mężczyzna,3000,sport,kilka razy w tygodniu,góry,średniozaawansowany,każda,50,Rower crossowy ROMET Orkan 6 CS
kobieta,5000,rekreacja,raz w tygodniu,miasto,zaawansowany,słoneczna,10,Rower crossowy MARIN Fairfax 3
kobieta,7000,turystyka,kilka razy w tygodniu,teren mieszany,średniozaawansowany,dobra,20,Rower crossowy damski KROSS Evado 7.0 Cues
kobieta,5000,sport,raz w tygodniu,miasto,początkujący,deszczowa,20,Rower crossowy KELLYS Phanatic 70
mężczyzna,10000,turystyka,codziennie,teren mieszany,średniozaawansowany,dobra,30,Rower crossowy GIANT Roam 1 Disc
kobieta,1000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,każda,5,Rower crossowy GIANT Roam 0 Disc
kobieta,10000,dojazdy,kilka razy w tygodniu,góry,początkujący,deszczowa,50,Rower crossowy damski ROMET Orkan 7 CS
kobieta,5000,turystyka,codziennie,góry,zaawansowany,dobra,5,Rower crossowy KELLYS Phanatic 80
mężczyzna,4000,sport,raz w tygodniu,teren mieszany,początkujący,deszczowa,5,Rower crossowy ROMET Orkan 7 CS
mężczyzna,3000,sport,codziennie,teren mieszany,początkujący,każda,50,Rower crossowy KELLYS Phanatic 90
mężczyzna,3000,dojazdy,codziennie,ścieżki rowerowe,początkujący,deszczowa,10,Rower biegowy CREME Micky
kobieta,7000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,dobra,10,Rower biegowy CREME Mia
mężczyzna,1000,dojazdy,codziennie,góry,zaawansowany,słoneczna,10,Rower biegowy CREME Mia
mężczyzna,3000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,każda,20,Rower biegowy CREME Mia
mężczyzna,7000,dojazdy,codziennie,miasto,początkujący,każda,30,Rower biegowy PUKY LR M Plus
mężczyzna,3000,dojazdy,codziennie,teren mieszany,początkujący,każda,5,Rower biegowy REBEL KIDZ Magnesium Alloy
kobieta,4000,turystyka,raz w tygodniu,góry,średniozaawansowany,słoneczna,50,Rower biegowy KELLYS Kite 12
mężczyzna,4000,dojazdy,raz w tygodniu,miasto,początkujący,dobra,50,Rower biegowy KELLYS Kite 12
kobieta,5000,rekreacja,codziennie,góry,początkujący,słoneczna,5,Rower biegowy KELLYS Kite 12
mężczyzna,5000,turystyka,codziennie,teren mieszany,początkujący,dobra,20,Rower dziecięcy FLORENCE Girl
mężczyzna,4000,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,10,Rower biegowy REBEL KIDZ Magnesium Alloy
kobieta,5000,turystyka,kilka razy w tygodniu,góry,średniozaawansowany,deszczowa,5,Rower biegowy REBEL KIDZ Magnesium Alloy
mężczyzna,4000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,10,Rower dziecięcy LECCE Girl
kobieta,1500,turystyka,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,30,Rower dziecięcy LECCE Girl
kobieta,7000,dojazdy,codziennie,ścieżki rowerowe,zaawansowany,każda,20,Rower dziecięcy OXFELD WRUMM 12
mężczyzna,1000,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,50,Rower biegowy PUKY LR 1L BR
mężczyzna,1000,sport,raz w tygodniu,góry,średniozaawansowany,dobra,10,Rower biegowy PUKY LR 1L BR
mężczyzna,2000,turystyka,codziennie,góry,początkujący,każda,20,Rower biegowy PUKY LR 1L Supermoto
mężczyzna,7000,turystyka,kilka razy w tygodniu,góry,zaawansowany,każda,10,Rower biegowy KELLYS Kiru
mężczyzna,1500,sport,kilka razy w tygodniu,góry,średniozaawansowany,słoneczna,30,Rower biegowy KELLYS Kiru
mężczyzna,4000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,10,Rower biegowy KELLYS Kiru
kobieta,3000,sport,kilka razy w tygodniu,góry,początkujący,każda,30,Rower biegowy KELLYS Kiru Race
kobieta,1500,sport,raz w tygodniu,teren mieszany,zaawansowany,każda,10,Rower dziecięcy KROSS Mini 3.0
kobieta,7000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,każda,30,Rower biegowy KELLYS Kiru Race
mężczyzna,10000,dojazdy,codziennie,góry,zaawansowany,dobra,30,Rower dziecięcy KROSS Racer 3.0
mężczyzna,1000,sport,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,50,Rower dziecięcy KROSS Mini 4.0
kobieta,7000,sport,kilka razy w tygodniu,góry,początkujący,każda,10,Rower dziecięcy KROSS Racer 4.0
mężczyzna,4000,dojazdy,kilka razy w tygodniu,miasto,średniozaawansowany,słoneczna,50,Rower dziecięcy KELLYS Emma
kobieta,2000,turystyka,kilka razy w tygodniu,miasto,początkujący,słoneczna,30,Rower dziecięcy KELLYS Emma
kobieta,7000,turystyka,raz w tygodniu,teren mieszany,początkujący,dobra,10,Rower dziecięcy KELLYS Wasper
mężczyzna,5000,turystyka,raz w tygodniu,góry,początkujący,deszczowa,20,Rower dziecięcy KELLYS Wasper
kobieta,4000,turystyka,kilka razy w tygodniu,miasto,początkujący,deszczowa,20,Rower dziecięcy KELLYS Wasper
kobieta,7000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,5,Rower dziecięcy WOOM GO 1
kobieta,1000,sport,raz w tygodniu,miasto,zaawansowany,deszczowa,50,Rower dziecięcy KROSS Level Mini 2.0
kobieta,2000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,każda,50,Rower dziecięcy GHOST Powerkid 16
mężczyzna,10000,dojazdy,raz w tygodniu,miasto,zaawansowany,dobra,50,Rower dziecięcy GHOST Powerkid 16
mężczyzna,1500,sport,kilka razy w tygodniu,miasto,zaawansowany,deszczowa,20,Rower dziecięcy KROSS Lea Mini 1.0
kobieta,1000,dojazdy,codziennie,miasto,zaawansowany,deszczowa,30,Rower biegowy VICI Bike 3w1
kobieta,10000,dojazdy,codziennie,miasto,początkujący,każda,20,Rower biegowy VICI Bike 3w1
mężczyzna,10000,rekreacja,codziennie,teren mieszany,zaawansowany,każda,5,Rower biegowy VICI Bike 3w1
kobieta,2000,dojazdy,codziennie,góry,zaawansowany,każda,30,Rower biegowy VICI Bike 3w1
kobieta,3000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,każda,50,Rower biegowy VICI Bike 3w1
mężczyzna,2000,sport,kilka razy w tygodniu,miasto,zaawansowany,dobra,20,Rower biegowy VICI Bike 3w1
mężczyzna,2000,turystyka,codziennie,teren mieszany,początkujący,każda,10,Rower dziecięcy KROSS Lea Mini 2.0
mężczyzna,4000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,każda,20,Rower dziecięcy PUKY Youke 12
kobieta,10000,rekreacja,raz w tygodniu,miasto,średniozaawansowany,słoneczna,50,Rower dziecięcy KROSS Espera Mini
kobieta,3000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,słoneczna,5,Rower dziecięcy KROSS Hexagon JR 1.0
kobieta,10000,dojazdy,raz w tygodniu,miasto,początkujący,słoneczna,5,Rower dziecięcy KROSS Hexagon JR 1.0
kobieta,3000,dojazdy,codziennie,góry,średniozaawansowany,dobra,10,Rower dziecięcy PUKY Youke 12
kobieta,1000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,5,Rower dziecięcy PUKY Youke 16
kobieta,7000,turystyka,codziennie,miasto,początkujący,deszczowa,5,Rower dziecięcy PUKY Youke 16
mężczyzna,5000,dojazdy,codziennie,góry,średniozaawansowany,dobra,20,Rower dziecięcy KROSS Level JR 1.0
mężczyzna,2000,dojazdy,kilka razy w tygodniu,miasto,średniozaawansowany,każda,30,Rower dziecięcy R-RAYMON OneRay 1.0
mężczyzna,7000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,początkujący,deszczowa,10,Rower dziecięcy KROSS Lea JR 1.0
mężczyzna,7000,turystyka,codziennie,miasto,początkujący,deszczowa,50,Rower dziecięcy PUKY Youke 18
mężczyzna,2000,sport,raz w tygodniu,teren mieszany,zaawansowany,każda,50,Rower dziecięcy PUKY Youke 18
mężczyzna,1500,sport,kilka razy w tygodniu,teren mieszany,zaawansowany,dobra,30,Rower dziecięcy PUKY Youke Classic 18
mężczyzna,2000,sport,codziennie,góry,zaawansowany,dobra,10,Rower dziecięcy ROMET Panda 1
kobieta,2000,sport,codziennie,góry,średniozaawansowany,każda,30,Rower dziecięcy ROMET Jolene 24
mężczyzna,1500,dojazdy,raz w tygodniu,góry,średniozaawansowany,dobra,10,Rower dziecięcy KELLYS Lumi 30
kobieta,2000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,50,Rower dziecięcy ROMET Rambler 24
mężczyzna,3000,rekreacja,raz w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,50,Rower dziecięcy ROMET Jolene 20 KID 2
kobieta,2000,rekreacja,codziennie,miasto,początkujący,każda,20,Rower dziecięcy KELLYS Lumi 30
mężczyzna,1000,sport,codziennie,góry,średniozaawansowany,deszczowa,5,Rower dziecięcy ROMET Panda 1
mężczyzna,1000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,każda,5,"Rower dziecięcy CANULL Air 16 5,6kg"
mężczyzna,3000,rekreacja,kilka razy w tygodniu,miasto,początkujący,każda,50,"Rower dziecięcy CANULL Air 16 5,6kg"
mężczyzna,1500,turystyka,kilka razy w tygodniu,miasto,zaawansowany,deszczowa,30,"Rower dziecięcy CANULL Air 16 5,6kg"
mężczyzna,1500,turystyka,kilka razy w tygodniu,teren mieszany,początkujący,dobra,10,Rower dziecięcy PUKY Youke Classic 18
kobieta,3000,sport,kilka razy w tygodniu,góry,zaawansowany,deszczowa,30,Rower dziecięcy KELLYS Kiter 30
mężczyzna,1500,turystyka,raz w tygodniu,góry,zaawansowany,słoneczna,10,Rower dziecięcy R-RAYMON TwoRay 1.0
mężczyzna,1500,turystyka,kilka razy w tygodniu,góry,początkujący,deszczowa,20,Rower dziecięcy R-RAYMON TwoRay 1.0
kobieta,10000,rekreacja,codziennie,miasto,zaawansowany,deszczowa,5,Rower dziecięcy KELLYS Kiter 30
mężczyzna,7000,turystyka,raz w tygodniu,miasto,zaawansowany,słoneczna,50,Rower dziecięcy KELLYS Kiter 30
mężczyzna,7000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,20,Rower dziecięcy KROSS Level JR 2.0
mężczyzna,1000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,deszczowa,30,Rower dziecięcy SUPERIOR RACER XC 20
mężczyzna,7000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,każda,30,Rower dziecięcy R-RAYMON TwoRay 1.5 Street Wave
mężczyzna,7000,sport,codziennie,ścieżki rowerowe,początkujący,deszczowa,10,Rower dziecięcy ORBEA MX 16
kobieta,2000,turystyka,raz w tygodniu,góry,średniozaawansowany,dobra,50,Rower dziecięcy LAPIERRE Prorace 20
kobieta,2000,sport,codziennie,ścieżki rowerowe,początkujący,słoneczna,30,Rower dziecięcy LAPIERRE Prorace 20
kobieta,2000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,słoneczna,5,Rower dziecięcy PUKY LS-PRO 16
mężczyzna,10000,rekreacja,codziennie,miasto,zaawansowany,słoneczna,20,Rower dziecięcy SUPERIOR Racer XC 24
mężczyzna,3000,rekreacja,codziennie,teren mieszany,zaawansowany,każda,50,"Rower dziecięcy CANULL Air 20 7,8kg"
kobieta,1500,turystyka,raz w tygodniu,miasto,początkujący,każda,5,"Rower dziecięcy CANULL Air 20 7,8kg"
mężczyzna,1500,sport,kilka razy w tygodniu,miasto,początkujący,dobra,30,Rower dziecięcy PUKY LS-PRO 16 LTD
mężczyzna,3000,turystyka,codziennie,teren mieszany,początkujący,dobra,5,Rower dziecięcy PUKY LS-PRO 16 LTD
mężczyzna,10000,dojazdy,raz w tygodniu,góry,średniozaawansowany,dobra,20,Rower dziecięcy PUKY LS-PRO 16 LTD
kobieta,2000,dojazdy,codziennie,ścieżki rowerowe,zaawansowany,słoneczna,20,Rower dziecięcy PUKY LS-PRO 14 LTD
mężczyzna,5000,turystyka,codziennie,teren mieszany,zaawansowany,deszczowa,5,Rower dziecięcy WOOM GO 2
mężczyzna,1500,rekreacja,kilka razy w tygodniu,miasto,początkujący,deszczowa,10,Rower dziecięcy WOOM GO 2
mężczyzna,3000,sport,raz w tygodniu,miasto,średniozaawansowany,deszczowa,5,Rower dziecięcy PUKY LS-PRO 16 LTD
kobieta,1500,turystyka,kilka razy w tygodniu,góry,początkujący,każda,20,Rower dziecięcy PUKY LS-PRO 16 LTD
mężczyzna,1500,rekreacja,codziennie,miasto,początkujący,dobra,30,"Rower dziecięcy CANULL Air 20 7,8kg"
kobieta,7000,sport,codziennie,ścieżki rowerowe,początkujący,słoneczna,50,Rower dziecięcy SUPERIOR Racer XC 24
mężczyzna,3000,sport,raz w tygodniu,miasto,początkujący,słoneczna,30,Rower dziecięcy PUKY LS-PRO 14 LTD
mężczyzna,10000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,30,Rower dziecięcy PUKY LS-PRO 14 LTD
kobieta,5000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,30,Rower dziecięcy WOOM GO 2
kobieta,1500,dojazdy,codziennie,góry,średniozaawansowany,dobra,5,Rower dziecięcy PUKY LS-PRO 16
kobieta,7000,turystyka,codziennie,miasto,początkujący,każda,5,"Rower dziecięcy CANULL Air 20 7,8kg"
kobieta,7000,rekreacja,codziennie,ścieżki rowerowe,początkujący,każda,50,Rower dziecięcy PUKY LS-PRO 16 LTD
kobieta,2000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,początkujący,dobra,5,Rower dziecięcy WOOM GO 2
mężczyzna,1500,turystyka,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,dobra,5,Rower dziecięcy WOOM GO 2
mężczyzna,5000,sport,raz w tygodniu,teren mieszany,zaawansowany,każda,20,Rower dziecięcy PUKY LS-PRO 18
kobieta,1500,sport,kilka razy w tygodniu,teren mieszany,zaawansowany,słoneczna,20,Rower dziecięcy PUKY LS-PRO 18
kobieta,3000,sport,raz w tygodniu,miasto,średniozaawansowany,każda,10,Rower dziecięcy PUKY LS-PRO 18 LTD
kobieta,5000,sport,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,5,Rower dziecięcy PUKY LS-PRO 18 LTD
mężczyzna,5000,rekreacja,raz w tygodniu,teren mieszany,początkujący,każda,10,Rower dziecięcy PUKY LS-PRO 18 LTD
mężczyzna,10000,sport,codziennie,teren mieszany,średniozaawansowany,dobra,20,Rower dziecięcy PUKY LS-PRO 18 LTD
kobieta,4000,sport,codziennie,góry,początkujący,słoneczna,5,Rower dziecięcy PUKY LS-PRO 18 LTD
kobieta,4000,rekreacja,kilka razy w tygodniu,teren mieszany,początkujący,słoneczna,10,"Rower dziecięcy CREME Mini Molly 3 20"""
kobieta,5000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,początkujący,każda,10,Rower dziecięcy SUPERIOR Racer XC 24
kobieta,1000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,20,"Rower dziecięcy CANULL Air 24 8,6kg"
kobieta,1500,turystyka,codziennie,góry,początkujący,dobra,30,Rower dziecięcy ORBEA MX 20 XC
mężczyzna,5000,dojazdy,raz w tygodniu,góry,średniozaawansowany,deszczowa,10,"Rower dziecięcy CREME Mini Molly 3 24"""
kobieta,5000,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,50,Rower dziecięcy WOOM GO 3
mężczyzna,5000,rekreacja,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,5,Rower dziecięcy ORBEA MX 20 XC
mężczyzna,1000,dojazdy,raz w tygodniu,teren mieszany,początkujący,słoneczna,30,Rower dziecięcy ORBEA MX 20 XC
kobieta,7000,rekreacja,raz w tygodniu,ścieżki rowerowe,początkujący,słoneczna,10,Rower dziecięcy KROSS Lea JR 2.0
mężczyzna,2000,turystyka,kilka razy w tygodniu,miasto,zaawansowany,każda,30,"Rower dziecięcy CANULL Air 24 8,6kg"
kobieta,1000,sport,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,20,Rower dziecięcy WOOM GO 3
kobieta,1500,sport,codziennie,teren mieszany,zaawansowany,każda,20,Rower dziecięcy EIGHTSHOT X-COADY 20 SL
kobieta,4000,turystyka,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,50,Rower dziecięcy R-RAYMON TwoRay 3.0
mężczyzna,5000,sport,kilka razy w tygodniu,teren mieszany,początkujący,deszczowa,30,Rower dziecięcy R-RAYMON TwoRay 3.0
kobieta,1500,dojazdy,codziennie,góry,zaawansowany,każda,50,Rower dziecięcy EIGHTSHOT X-COADY 20 SL
mężczyzna,7000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,30,Rower dziecięcy SUPERIOR F.L.Y. 24 VB
kobieta,5000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,każda,10,Rower dziecięcy SUPERIOR F.L.Y. 24 VB
kobieta,10000,rekreacja,codziennie,teren mieszany,początkujący,deszczowa,5,Rower dziecięcy PUKY LS-PRO 20-7
mężczyzna,4000,turystyka,codziennie,góry,zaawansowany,deszczowa,20,Rower dziecięcy PUKY LS-PRO 20 LTD
kobieta,5000,sport,raz w tygodniu,góry,zaawansowany,każda,30,Rower dziecięcy PUKY LS-PRO 20-7
kobieta,7000,turystyka,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,50,Rower dziecięcy SUPERIOR F.L.Y. 24 VB
mężczyzna,2000,sport,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,30,Rower dziecięcy PUKY LS-PRO 20 LTD
kobieta,2000,dojazdy,kilka razy w tygodniu,miasto,zaawansowany,dobra,5,Rower dziecięcy PUKY LS-PRO 20 LTD
mężczyzna,4000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,początkujący,każda,5,Rower dziecięcy EIGHTSHOT X-COADY 24 SL
mężczyzna,2000,turystyka,codziennie,miasto,zaawansowany,dobra,50,Rower dziecięcy EIGHTSHOT X-COADY 24 SL
mężczyzna,7000,sport,raz w tygodniu,miasto,średniozaawansowany,słoneczna,20,Rower dziecięcy WOOM GO 4
kobieta,10000,turystyka,raz w tygodniu,teren mieszany,początkujący,dobra,50,Rower dziecięcy PUKY LS-PRO 24-8
kobieta,5000,turystyka,kilka razy w tygodniu,góry,początkujący,każda,5,Rower dziecięcy PUKY LS-PRO 24-8
kobieta,7000,turystyka,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,20,Rower dziecięcy ORBEA MX 20 Team Disc
mężczyzna,3000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,słoneczna,20,Rower dziecięcy ORBEA MX 20 Team Disc
kobieta,4000,rekreacja,kilka razy w tygodniu,teren mieszany,zaawansowany,dobra,20,Rower dziecięcy ORBEA MX 20 Team Disc
mężczyzna,2000,dojazdy,kilka razy w tygodniu,góry,początkujący,słoneczna,20,Rower dziecięcy PUKY LS-PRO 24-8
mężczyzna,3000,turystyka,kilka razy w tygodniu,góry,początkujący,słoneczna,10,Rower dziecięcy EIGHTSHOT X-COADY 20 SL Disc
mężczyzna,5000,dojazdy,codziennie,miasto,zaawansowany,deszczowa,20,Rower dziecięcy EIGHTSHOT X-COADY 20 SL Disc
mężczyzna,10000,turystyka,codziennie,miasto,początkujący,dobra,10,"Rower dziecięcy MARIN San Quentin 20"""
mężczyzna,4000,dojazdy,raz w tygodniu,miasto,początkujący,każda,10,Rower dziecięcy SUPERIOR Team 20
kobieta,1500,dojazdy,raz w tygodniu,góry,początkujący,dobra,10,Rower dziecięcy SUPERIOR Team 20
mężczyzna,1500,turystyka,raz w tygodniu,teren mieszany,zaawansowany,każda,20,Rower dziecięcy ORBEA MX 24 Team Disc
kobieta,7000,rekreacja,codziennie,teren mieszany,średniozaawansowany,deszczowa,5,Rower dziecięcy ORBEA MX 24 Team Disc
kobieta,7000,sport,kilka razy w tygodniu,góry,zaawansowany,deszczowa,50,Rower dziecięcy WOOM EXPLORE 4
mężczyzna,3000,sport,codziennie,miasto,początkujący,każda,5,Rower dziecięcy WOOM EXPLORE 4
mężczyzna,7000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,5,Rower dziecięcy WOOM EXPLORE 4
kobieta,10000,sport,raz w tygodniu,miasto,średniozaawansowany,deszczowa,20,Rower dziecięcy ORBEA MX 24 Team Disc
kobieta,7000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,dobra,30,Rower dziecięcy SUPERIOR F.L.Y. 20 Disc
mężczyzna,10000,dojazdy,raz w tygodniu,góry,zaawansowany,dobra,5,Rower dziecięcy SUPERIOR F.L.Y. 20 DB
mężczyzna,5000,dojazdy,raz w tygodniu,miasto,początkujący,dobra,5,Rower dziecięcy WOOM EXPLORE 4
mężczyzna,10000,sport,codziennie,ścieżki rowerowe,średniozaawansowany,deszczowa,30,Rower dziecięcy EIGHTSHOT X-COADY 24 SL Disc
mężczyzna,10000,rekreacja,codziennie,góry,początkujący,każda,50,Rower dziecięcy EIGHTSHOT X-COADY 24 SL Disc
kobieta,7000,dojazdy,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,10,Rower dziecięcy SUPERIOR F.L.Y. 24 DB
kobieta,4000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,słoneczna,20,Rower dziecięcy SUPERIOR F.L.Y. 24 DB
kobieta,3000,dojazdy,raz w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,5,Rower dziecięcy WOOM EXPLORE 5
kobieta,2000,sport,raz w tygodniu,teren mieszany,zaawansowany,dobra,30,Rower dziecięcy R-RAYMON FourRay 4.0
mężczyzna,2000,turystyka,raz w tygodniu,góry,średniozaawansowany,słoneczna,30,Rower dziecięcy ORBEA Laufey 20 H30
mężczyzna,2000,dojazdy,codziennie,miasto,początkujący,deszczowa,10,Rower dziecięcy SUPERIOR Team 24
mężczyzna,5000,turystyka,codziennie,teren mieszany,średniozaawansowany,słoneczna,30,Rower dziecięcy SUPERIOR Team 24
kobieta,10000,turystyka,raz w tygodniu,miasto,początkujący,deszczowa,50,Rower dziecięcy SUPERIOR Team 24
kobieta,2000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,50,Rower dziecięcy ORBEA Laufey 20 H30
kobieta,4000,dojazdy,raz w tygodniu,miasto,zaawansowany,deszczowa,10,Rower dziecięcy ORBEA Laufey 20 H20
mężczyzna,3000,sport,codziennie,ścieżki rowerowe,średniozaawansowany,dobra,10,Rower dziecięcy ORBEA Laufey 20 H20
kobieta,1000,turystyka,codziennie,miasto,średniozaawansowany,słoneczna,5,"Rower dziecięcy MARIN San Quentin 24"""
kobieta,5000,dojazdy,codziennie,góry,średniozaawansowany,deszczowa,30,Rower dziecięcy WOOM OFF 4
kobieta,4000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,50,Rower dziecięcy WOOM OFF 4 X7
kobieta,3000,turystyka,kilka razy w tygodniu,teren mieszany,zaawansowany,słoneczna,20,Rower dziecięcy WOOM OFF 4 X7
mężczyzna,4000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,50,Rower dziecięcy ORBEA Laufey 20 H10
mężczyzna,7000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,10,Rower dziecięcy WOOM OFF 5 X7
kobieta,1000,dojazdy,raz w tygodniu,ścieżki rowerowe,zaawansowany,dobra,50,Rower dziecięcy ORBEA Laufey 20 H10
mężczyzna,10000,turystyka,codziennie,miasto,początkujący,słoneczna,5,Rower dziecięcy NS BIKES Movement 24
mężczyzna,5000,dojazdy,kilka razy w tygodniu,miasto,zaawansowany,każda,20,Rower dziecięcy WOOM OFF 5
mężczyzna,3000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,każda,5,Rower dziecięcy WOOM OFF AIR 4
mężczyzna,1000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,deszczowa,20,Rower dziecięcy EIGHTSHOT JAM BAM 20
mężczyzna,1000,turystyka,raz w tygodniu,teren mieszany,początkujący,każda,5,Rower dziecięcy EIGHTSHOT JAM BAM 24
kobieta,5000,sport,codziennie,ścieżki rowerowe,zaawansowany,każda,5,"Rower dziecięcy MARIN Rift Zone JR 24"""
kobieta,4000,turystyka,raz w tygodniu,teren mieszany,zaawansowany,dobra,10,Rower BMX MONGOOSE Legion L10
kobieta,10000,sport,kilka razy w tygodniu,góry,początkujący,słoneczna,50,Rower BMX MONGOOSE Legion L10
mężczyzna,10000,turystyka,kilka razy w tygodniu,miasto,początkujący,słoneczna,20,Rower BMX FIEND Type 0-
mężczyzna,4000,dojazdy,codziennie,teren mieszany,początkujący,dobra,30,Rower BMX FIEND Type O 18
kobieta,7000,turystyka,codziennie,ścieżki rowerowe,średniozaawansowany,dobra,5,Rower BMX FIEND Type 0-
kobieta,10000,dojazdy,kilka razy w tygodniu,góry,zaawansowany,słoneczna,30,Rower BMX MONGOOSE Legion L40
mężczyzna,3000,turystyka,raz w tygodniu,teren mieszany,średniozaawansowany,deszczowa,5,Rower BMX MONGOOSE Legion L40
kobieta,2000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,5,Rower BMX DK Cygnus 20
kobieta,4000,sport,raz w tygodniu,góry,średniozaawansowany,każda,5,Rower BMX DK Cygnus 20
kobieta,2000,rekreacja,kilka razy w tygodniu,góry,średniozaawansowany,deszczowa,50,Rower BMX MONGOOSE Legion L60
mężczyzna,7000,rekreacja,codziennie,góry,zaawansowany,deszczowa,50,Rower BMX MONGOOSE Legion L60
kobieta,4000,turystyka,raz w tygodniu,góry,zaawansowany,słoneczna,10,Rower BMX DK Cygnus 24
mężczyzna,1500,sport,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,30,Rower BMX DK Cygnus 24
mężczyzna,7000,sport,kilka razy w tygodniu,teren mieszany,początkujący,dobra,10,Rower BMX MONGOOSE Legion L80
kobieta,5000,dojazdy,kilka razy w tygodniu,teren mieszany,zaawansowany,słoneczna,10,Rower BMX MONGOOSE Legion L80
kobieta,4000,turystyka,kilka razy w tygodniu,miasto,zaawansowany,słoneczna,50,Rower BMX MONGOOSE Legion L100
mężczyzna,2000,turystyka,kilka razy w tygodniu,teren mieszany,zaawansowany,słoneczna,50,Rower BMX MONGOOSE Legion L100
kobieta,5000,dojazdy,codziennie,ścieżki rowerowe,średniozaawansowany,każda,30,Rower młodzieżowy ROMET Rambler R6.0 JR
mężczyzna,4000,rekreacja,raz w tygodniu,miasto,średniozaawansowany,słoneczna,5,Rower młodzieżowy ROMET Rambler R6.1 JR
mężczyzna,2000,turystyka,codziennie,ścieżki rowerowe,zaawansowany,słoneczna,5,Rower młodzieżowy ROMET Rambler R6.1 JR
mężczyzna,1000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,5,Rower młodzieżowy KROSS Espera JR 1.0
mężczyzna,2000,turystyka,codziennie,góry,początkujący,dobra,50,Rower młodzieżowy KROSS Esprit JR 1.0
kobieta,3000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,każda,50,Rower MTB R-RAYMON SevenRay 1.0
